year,electorate,party,all,ordinary,special
2002,Rakaia,Legalise Cannabis,137,113,24
2002,Rakaia,Mana Maori,8,2,6
2002,Rakaia,NMP,3,2,1
2002,Rakaia,NZ First,2766,2584,182
2002,Rakaia,National Party,10926,10061,865
2002,Rakaia,OneNZ Party,8,8,0
2002,Rakaia,Outdoor Rec. NZ,658,604,54
2002,Rakaia,Progressive Coalition,589,545,44
2002,Rakaia,United Future,2319,2155,164
2002,Rangitikei,ACT,1816,1629,187
2002,Rangitikei,Alliance,334,310,24
2002,Rangitikei,Christian Heritage,616,576,40
2002,Rangitikei,Green Party,1398,1192,206
2002,Rangitikei,Labour Party,10699,9768,931
2002,Rangitikei,Legalise Cannabis,190,171,19
2002,Rangitikei,Mana Maori,13,8,5
2002,Rangitikei,NMP,7,7,0
2002,Rangitikei,NZ First,3419,3197,222
2002,Rangitikei,National Party,8214,7441,773
2002,Rangitikei,OneNZ Party,39,37,2
2002,Rangitikei,Outdoor Rec. NZ,478,438,40
2002,Rangitikei,Progressive Coalition,455,424,31
2002,Rangitikei,United Future,2185,2033,152
2002,Rimutaka,ACT,2004,1812,192
2002,Rimutaka,Alliance,394,341,53
2002,Rimutaka,Christian Heritage,526,470,56
2002,Rimutaka,Green Party,1683,1428,255
2002,Rimutaka,Labour Party,14856,13499,1357
2002,Rimutaka,Legalise Cannabis,179,138,41
2002,Rimutaka,Mana Maori,7,7,0
2002,Rimutaka,NMP,10,9,1
2002,Rimutaka,NZ First,2641,2440,201
2002,Rimutaka,National Party,5387,4825,562
2002,Rimutaka,OneNZ Party,82,78,4
2002,Rimutaka,Outdoor Rec. NZ,562,514,48
2002,Rimutaka,Progressive Coalition,669,614,55
2002,Rimutaka,United Future,2933,2748,185
2002,Rodney,ACT,2994,2733,261
2002,Rodney,Alliance,235,202,33
2002,Rodney,Christian Heritage,379,327,52
2002,Rodney,Green Party,2056,1737,319
2002,Rodney,Labour Party,10514,9443,1071
2002,Rodney,Legalise Cannabis,103,85,18
2002,Rodney,Mana Maori,6,4,2
2002,Rodney,NMP,0,0,0
2002,Rodney,NZ First,4996,4595,401
2002,Rodney,National Party,7435,6727,708
2002,Rodney,OneNZ Party,20,18,2
2002,Rodney,Outdoor Rec. NZ,340,307,33
2002,Rodney,Progressive Coalition,390,358,32
2002,Rodney,United Future,3008,2746,262
2002,Rongotai,ACT,2322,2005,317
2002,Rongotai,Alliance,775,674,101
2002,Rongotai,Christian Heritage,236,202,34
2002,Rongotai,Green Party,4286,3466,820
2002,Rongotai,Labour Party,14783,12711,2072
2002,Rongotai,Legalise Cannabis,253,196,57
2002,Rongotai,Mana Maori,18,7,11
2002,Rongotai,NMP,3,3,0
2002,Rongotai,NZ First,1783,1590,193
2002,Rongotai,National Party,5571,4850,721
2002,Rongotai,OneNZ Party,16,8,8
2002,Rongotai,Outdoor Rec. NZ,180,152,28
2002,Rongotai,Progressive Coalition,618,564,54
2002,Rongotai,United Future,2041,1838,203
2002,Rotorua,ACT,1518,1373,145
2002,Rotorua,Alliance,252,217,35
2002,Rotorua,Christian Heritage,350,324,26
2002,Rotorua,Green Party,1679,1450,229
2002,Rotorua,Labour Party,10700,9718,982
2002,Rotorua,Legalise Cannabis,156,123,33
2002,Rotorua,Mana Maori,28,22,6
2002,Rotorua,NMP,1,1,0
2002,Rotorua,NZ First,4677,4323,354
2002,Rotorua,National Party,5809,5234,575
2002,Rotorua,OneNZ Party,19,17,2
2002,Rotorua,Outdoor Rec. NZ,791,727,64
2002,Rotorua,Progressive Coalition,442,407,35
2002,Rotorua,United Future,2014,1883,131
2002,Tainui,ACT,162,148,14
2002,Tainui,Alliance,511,447,64
2002,Tainui,Christian Heritage,151,126,25
2002,Tainui,Green Party,1506,1258,248
2002,Tainui,Labour Party,8007,7109,898
2002,Tainui,Legalise Cannabis,442,371,71
2002,Tainui,Mana Maori,811,641,170
2002,Tainui,NMP,4,4,0
2002,Tainui,NZ First,2189,1935,254
2002,Tainui,National Party,582,502,80
2002,Tainui,OneNZ Party,10,9,1
2002,Tainui,Outdoor Rec. NZ,104,93,11
2002,Tainui,Progressive Coalition,167,149,18
2002,Tainui,United Future,350,321,29
2002,Tamaki,ACT,5328,4700,628
2002,Tamaki,Alliance,260,213,47
2002,Tamaki,Christian Heritage,200,172,28
2002,Tamaki,Green Party,1573,1281,292
2002,Tamaki,Labour Party,11289,9616,1673
2002,Tamaki,Legalise Cannabis,83,66,17
2002,Tamaki,Mana Maori,5,1,4
2002,Tamaki,NMP,5,5,0
2002,Tamaki,NZ First,2738,2423,315
2002,Tamaki,National Party,9053,7902,1151
2002,Tamaki,OneNZ Party,13,10,3
2002,Tamaki,Outdoor Rec. NZ,110,95,15
2002,Tamaki,Progressive Coalition,316,280,36
2002,Tamaki,United Future,2153,1912,241
2002,Tamaki Makaurau,ACT,223,184,39
2002,Tamaki Makaurau,Alliance,470,389,81
2002,Tamaki Makaurau,Christian Heritage,240,207,33
2002,Tamaki Makaurau,Green Party,1659,1316,343
2002,Tamaki Makaurau,Labour Party,9052,7689,1363
2002,Tamaki Makaurau,Legalise Cannabis,423,344,79
2002,Tamaki Makaurau,Mana Maori,464,368,96
2002,Tamaki Makaurau,NMP,2,2,0
2002,Tamaki Makaurau,NZ First,2430,2065,365
2002,Tamaki Makaurau,National Party,516,410,106
2002,Tamaki Makaurau,OneNZ Party,4,4,0
2002,Tamaki Makaurau,Outdoor Rec. NZ,51,44,7
2002,Tamaki Makaurau,Progressive Coalition,228,201,27
2002,Tamaki Makaurau,United Future,411,349,62
2002,Taranaki-King Country,ACT,2265,2073,192
2002,Taranaki-King Country,Alliance,213,193,20
2002,Taranaki-King Country,Christian Heritage,528,477,51
2002,Taranaki-King Country,Green Party,1419,1209,210
2002,Taranaki-King Country,Labour Party,7701,7083,618
2002,Taranaki-King Country,Legalise Cannabis,114,88,26
2002,Taranaki-King Country,Mana Maori,16,10,6
2002,Taranaki-King Country,NMP,5,5,0
2002,Taranaki-King Country,NZ First,3920,3660,260
2002,Taranaki-King Country,National Party,9199,8431,768
2002,Taranaki-King Country,OneNZ Party,17,15,2
2002,Taranaki-King Country,Outdoor Rec. NZ,541,493,48
2002,Taranaki-King Country,Progressive Coalition,349,326,23
2002,Taranaki-King Country,United Future,1646,1517,129
2002,Taupo,ACT,1700,1555,145
2002,Taupo,Alliance,198,162,36
2002,Taupo,Christian Heritage,292,261,31
2002,Taupo,Green Party,1467,1241,226
2002,Taupo,Labour Party,10775,9816,959
2002,Taupo,Legalise Cannabis,137,113,24
2002,Taupo,Mana Maori,19,16,3
2002,Taupo,NMP,1,1,0
2002,Taupo,NZ First,3629,3376,253
2002,Taupo,National Party,5961,5352,609
2002,Taupo,OneNZ Party,13,13,0
2002,Taupo,Outdoor Rec. NZ,1072,983,89
2002,Taupo,Progressive Coalition,423,389,34
2002,Taupo,United Future,1523,1397,126
2002,Tauranga,ACT,1517,1332,185
2002,Tauranga,Alliance,191,152,39
2002,Tauranga,Christian Heritage,342,297,45
2002,Tauranga,Green Party,1865,1518,347
2002,Tauranga,Labour Party,10608,9377,1231
2002,Tauranga,Legalise Cannabis,140,108,32
2002,Tauranga,Mana Maori,12,4,8
2002,Tauranga,NMP,5,5,0
2002,Tauranga,NZ First,7278,6500,778
2002,Tauranga,National Party,7250,6377,873
2002,Tauranga,OneNZ Party,27,23,4
2002,Tauranga,Outdoor Rec. NZ,337,297,40
2002,Tauranga,Progressive Coalition,262,239,23
2002,Tauranga,United Future,3155,2868,287
2002,Te Atatu,ACT,1381,1231,150
2002,Te Atatu,Alliance,618,537,81
2002,Te Atatu,Christian Heritage,473,397,76
2002,Te Atatu,Green Party,1248,1021,227
2002,Te Atatu,Labour Party,14128,12093,2035
2002,Te Atatu,Legalise Cannabis,132,107,25
2002,Te Atatu,Mana Maori,8,5,3
2002,Te Atatu,NMP,3,2,1
2002,Te Atatu,NZ First,2953,2646,307
2002,Te Atatu,National Party,3595,3182,413
2002,Te Atatu,OneNZ Party,16,13,3
2002,Te Atatu,Outdoor Rec. NZ,174,146,28
2002,Te Atatu,Progressive Coalition,490,423,67
2002,Te Atatu,United Future,2100,1887,213
2002,Te Tai Hauauru,ACT,94,79,15
2002,Te Tai Hauauru,Alliance,290,261,29
2002,Te Tai Hauauru,Christian Heritage,245,217,28
2002,Te Tai Hauauru,Green Party,1602,1386,216
2002,Te Tai Hauauru,Labour Party,8113,7304,809
2002,Te Tai Hauauru,Legalise Cannabis,454,388,66
2002,Te Tai Hauauru,Mana Maori,590,494,96
2002,Te Tai Hauauru,NMP,4,3,1
2002,Te Tai Hauauru,NZ First,1832,1651,181
2002,Te Tai Hauauru,National Party,596,514,82
2002,Te Tai Hauauru,OneNZ Party,13,10,3
2002,Te Tai Hauauru,Outdoor Rec. NZ,92,82,10
2002,Te Tai Hauauru,Progressive Coalition,165,147,18
2002,Te Tai Hauauru,United Future,377,349,28
2002,Te Tai Tokerau,ACT,231,200,31
2002,Te Tai Tokerau,Alliance,594,501,93
2002,Te Tai Tokerau,Christian Heritage,308,276,32
2002,Te Tai Tokerau,Green Party,1839,1545,294
2002,Te Tai Tokerau,Labour Party,7646,6676,970
2002,Te Tai Tokerau,Legalise Cannabis,384,322,62
2002,Te Tai Tokerau,Mana Maori,531,440,91
2002,Te Tai Tokerau,NMP,7,6,1
2002,Te Tai Tokerau,NZ First,3318,2957,361
2002,Te Tai Tokerau,National Party,674,583,91
2002,Te Tai Tokerau,OneNZ Party,7,5,2
2002,Te Tai Tokerau,Outdoor Rec. NZ,81,71,10
2002,Te Tai Tokerau,Progressive Coalition,222,196,26
2002,Te Tai Tokerau,United Future,348,316,32
2002,Te Tai Tonga,ACT,216,192,24
2002,Te Tai Tonga,Alliance,409,366,43
2002,Te Tai Tonga,Christian Heritage,200,175,25
2002,Te Tai Tonga,Green Party,2048,1755,293
2002,Te Tai Tonga,Labour Party,8157,7314,843
2002,Te Tai Tonga,Legalise Cannabis,412,346,66
2002,Te Tai Tonga,Mana Maori,481,382,99
2002,Te Tai Tonga,NMP,4,2,2
2002,Te Tai Tonga,NZ First,1956,1751,205
2002,Te Tai Tonga,National Party,1083,981,102
2002,Te Tai Tonga,OneNZ Party,6,5,1
2002,Te Tai Tonga,Outdoor Rec. NZ,178,164,14
2002,Te Tai Tonga,Progressive Coalition,287,263,24
2002,Te Tai Tonga,United Future,512,468,44
2002,Tukituki,ACT,2234,2027,207
2002,Tukituki,Alliance,275,249,26
2002,Tukituki,Christian Heritage,738,689,49
2002,Tukituki,Green Party,1800,1543,257
2002,Tukituki,Labour Party,13032,11946,1086
2002,Tukituki,Legalise Cannabis,187,159,28
2002,Tukituki,Mana Maori,14,7,7
2002,Tukituki,NMP,3,2,1
2002,Tukituki,NZ First,3118,2895,223
2002,Tukituki,National Party,7319,6595,724
2002,Tukituki,OneNZ Party,180,162,18
2002,Tukituki,Outdoor Rec. NZ,572,529,43
2002,Tukituki,Progressive Coalition,374,344,30
2002,Tukituki,United Future,2050,1934,116
2002,Waiariki,ACT,87,75,12
2002,Waiariki,Alliance,265,227,38
2002,Waiariki,Christian Heritage,199,175,24
2002,Waiariki,Green Party,1568,1352,216
2002,Waiariki,Labour Party,8322,7486,836
2002,Waiariki,Legalise Cannabis,420,351,69
2002,Waiariki,Mana Maori,947,818,129
2002,Waiariki,NMP,5,3,2
2002,Waiariki,NZ First,2599,2348,251
2002,Waiariki,National Party,588,496,92
2002,Waiariki,OneNZ Party,11,11,0
2002,Waiariki,Outdoor Rec. NZ,147,133,14
2002,Waiariki,Progressive Coalition,136,119,17
2002,Waiariki,United Future,429,381,48
2002,Waimakariri,ACT,1771,1603,168
2002,Waimakariri,Alliance,329,289,40
2002,Waimakariri,Christian Heritage,481,452,29
2002,Waimakariri,Green Party,1628,1391,237
2002,Waimakariri,Labour Party,14383,13328,1055
2002,Waimakariri,Legalise Cannabis,167,135,32
2002,Waimakariri,Mana Maori,8,7,1
2002,Waimakariri,NMP,2,2,0
2002,Waimakariri,NZ First,3834,3558,276
2002,Waimakariri,National Party,7593,7003,590
2002,Waimakariri,OneNZ Party,18,18,0
2002,Waimakariri,Outdoor Rec. NZ,571,521,50
2002,Waimakariri,Progressive Coalition,721,682,39
2002,Waimakariri,United Future,2379,2234,145
2002,Wairarapa,ACT,1770,1602,168
2002,Wairarapa,Alliance,311,274,37
2002,Wairarapa,Christian Heritage,891,837,54
2002,Wairarapa,Green Party,1827,1617,210
2002,Wairarapa,Labour Party,11867,11002,865
2002,Wairarapa,Legalise Cannabis,178,156,22
2002,Wairarapa,Mana Maori,5,4,1
2002,Wairarapa,NMP,3,2,1
2002,Wairarapa,NZ First,3605,3366,239
2002,Wairarapa,National Party,7678,6989,689
2002,Wairarapa,OneNZ Party,32,31,1
2002,Wairarapa,Outdoor Rec. NZ,525,486,39
2002,Wairarapa,Progressive Coalition,498,460,38
2002,Wairarapa,United Future,1735,1632,103
2002,Waitakere,ACT,1860,1685,175
2002,Waitakere,Alliance,667,567,100
2002,Waitakere,Christian Heritage,414,360,54
2002,Waitakere,Green Party,2194,1802,392
2002,Waitakere,Labour Party,12868,11222,1646
2002,Waitakere,Legalise Cannabis,170,134,36
2002,Waitakere,Mana Maori,8,3,5
2002,Waitakere,NMP,0,0,0
2002,Waitakere,NZ First,2924,2624,300
2002,Waitakere,National Party,3848,3451,397
2002,Waitakere,OneNZ Party,14,12,2
2002,Waitakere,Outdoor Rec. NZ,215,191,24
2002,Waitakere,Progressive Coalition,425,388,37
2002,Waitakere,United Future,1861,1682,179
2002,Wellington Central,ACT,4435,3671,764
2002,Wellington Central,Alliance,1034,859,175
2002,Wellington Central,Christian Heritage,177,139,38
2002,Wellington Central,Green Party,6021,4721,1300
2002,Wellington Central,Labour Party,13668,11185,2483
2002,Wellington Central,Legalise Cannabis,233,160,73
2002,Wellington Central,Mana Maori,15,9,6
2002,Wellington Central,NMP,5,4,1
2002,Wellington Central,NZ First,1161,965,196
2002,Wellington Central,National Party,7396,6170,1226
2002,Wellington Central,OneNZ Party,14,13,1
2002,Wellington Central,Outdoor Rec. NZ,141,106,35
2002,Wellington Central,Progressive Coalition,515,445,70
2002,Wellington Central,United Future,2233,1929,304
2002,West Coast-Tasman,ACT,1293,1192,101
2002,West Coast-Tasman,Alliance,416,377,39
2002,West Coast-Tasman,Christian Heritage,494,446,48
2002,West Coast-Tasman,Green Party,3081,2578,503
2002,West Coast-Tasman,Labour Party,10261,9371,890
2002,West Coast-Tasman,Legalise Cannabis,323,279,44
2002,West Coast-Tasman,Mana Maori,4,4,0
2002,West Coast-Tasman,NMP,5,4,1
2002,West Coast-Tasman,NZ First,3355,3165,190
2002,West Coast-Tasman,National Party,6555,6053,502
2002,West Coast-Tasman,OneNZ Party,22,20,2
2002,West Coast-Tasman,Outdoor Rec. NZ,1586,1491,95
2002,West Coast-Tasman,Progressive Coalition,661,616,45
2002,West Coast-Tasman,United Future,1991,1875,116
2002,Whanganui,ACT,1187,1074,113
2002,Whanganui,Alliance,376,326,50
2002,Whanganui,Christian Heritage,853,790,63
2002,Whanganui,Green Party,1883,1628,255
2002,Whanganui,Labour Party,12298,11374,924
2002,Whanganui,Legalise Cannabis,183,158,25
2002,Whanganui,Mana Maori,8,5,3
2002,Whanganui,NMP,9,6,3
2002,Whanganui,NZ First,3796,3572,224
2002,Whanganui,National Party,7291,6647,644
2002,Whanganui,OneNZ Party,32,28,4
2002,Whanganui,Outdoor Rec. NZ,373,344,29
2002,Whanganui,Progressive Coalition,721,679,42
2002,Whanganui,United Future,1904,1813,91
2002,Whangarei,ACT,2623,2399,224
2002,Whangarei,Alliance,351,305,46
2002,Whangarei,Christian Heritage,807,739,68
2002,Whangarei,Green Party,2111,1822,289
2002,Whangarei,Labour Party,11374,10422,952
2002,Whangarei,Legalise Cannabis,143,112,31
2002,Whangarei,Mana Maori,11,7,4
2002,Whangarei,NMP,3,2,1
2002,Whangarei,NZ First,5008,4605,403
2002,Whangarei,National Party,7493,6863,630
2002,Whangarei,OneNZ Party,23,19,4
2002,Whangarei,Outdoor Rec. NZ,383,351,32
2002,Whangarei,Progressive Coalition,394,354,40
2002,Whangarei,United Future,1483,1369,114
2002,Wigram,ACT,1285,1110,175
2002,Wigram,Alliance,611,533,78
2002,Wigram,Christian Heritage,497,440,57
2002,Wigram,Green Party,2179,1815,364
2002,Wigram,Labour Party,14533,12860,1673
2002,Wigram,Legalise Cannabis,175,135,40
2002,Wigram,Mana Maori,6,6,0
2002,Wigram,NMP,4,4,0
2002,Wigram,NZ First,2266,2060,206
2002,Wigram,National Party,5457,4702,755
2002,Wigram,OneNZ Party,10,10,0
2002,Wigram,Outdoor Rec. NZ,366,327,39
2002,Wigram,Progressive Coalition,2178,1927,251
2002,Wigram,United Future,2402,2189,213
2005,Aoraki,99 MP Party,19,17,2
2005,Aoraki,ACT,398,367,31
2005,Aoraki,Alliance,24,20,4
2005,Aoraki,Aotearoa Legalise Cannabis Party,130,112,18
2005,Aoraki,Christian Heritage NZ,31,28,3
2005,Aoraki,Democrats for Social Credit,30,27,3
2005,Aoraki,Destiny NZ,91,80,11
2005,Aoraki,Direct Democracy Party,19,19,0
2005,Aoraki,Green Party,1524,1357,167
2005,Aoraki,Jim Anderton's Progressive,523,498,25
2005,Aoraki,Labour Party,13596,12479,1117
2005,Aoraki,Libertarianz,6,4,2
2005,Aoraki,Maori Party,38,32,6
2005,Aoraki,NZ Family Rights Protection Party,13,11,2
2005,Aoraki,NZ First,2048,1899,149
2005,Aoraki,National Party,14653,13548,1105
2005,Aoraki,OneNZ Party,3,3,0
2005,Aoraki,The Republic of NZ Party,3,3,0
2005,Aoraki,United Future NZ,878,842,36
2005,Auckland Central,99 MP Party,5,5,0
2005,Auckland Central,ACT,658,543,115
2005,Auckland Central,Alliance,19,14,5
2005,Auckland Central,Aotearoa Legalise Cannabis Party,61,45,16
2005,Auckland Central,Christian Heritage NZ,29,20,9
2005,Auckland Central,Democrats for Social Credit,10,10,0
2005,Auckland Central,Destiny NZ,80,59,21
2005,Auckland Central,Direct Democracy Party,15,12,3
2005,Auckland Central,Green Party,4775,3955,820
2005,Auckland Central,Jim Anderton's Progressive,297,250,47
2005,Auckland Central,Labour Party,16639,13547,3092
2005,Auckland Central,Libertarianz,25,21,4
2005,Auckland Central,Maori Party,223,178,45
2005,Auckland Central,NZ Family Rights Protection Party,13,12,1
2005,Auckland Central,NZ First,1044,904,140
2005,Auckland Central,National Party,12403,10189,2214
2005,Auckland Central,OneNZ Party,5,3,2
2005,Auckland Central,The Republic of NZ Party,3,2,1
2005,Auckland Central,United Future NZ,477,401,76
2005,Banks Peninsula,99 MP Party,9,6,3
2005,Banks Peninsula,ACT,443,397,46
2005,Banks Peninsula,Alliance,39,33,6
2005,Banks Peninsula,Aotearoa Legalise Cannabis Party,61,47,14
2005,Banks Peninsula,Christian Heritage NZ,45,36,9
2005,Banks Peninsula,Democrats for Social Credit,17,16,1
2005,Banks Peninsula,Destiny NZ,81,64,17
2005,Banks Peninsula,Direct Democracy Party,5,5,0
2005,Banks Peninsula,Green Party,4255,3716,539
2005,Banks Peninsula,Jim Anderton's Progressive,808,736,72
2005,Banks Peninsula,Labour Party,16355,14401,1954
2005,Banks Peninsula,Libertarianz,19,18,1
2005,Banks Peninsula,Maori Party,80,69,11
2005,Banks Peninsula,NZ Family Rights Protection Party,4,3,1
2005,Banks Peninsula,NZ First,1421,1312,109
2005,Banks Peninsula,National Party,15697,14072,1625
2005,Banks Peninsula,OneNZ Party,10,10,0
2005,Banks Peninsula,The Republic of NZ Party,5,3,2
2005,Banks Peninsula,United Future NZ,1434,1308,126
2005,Bay of Plenty,99 MP Party,3,3,0
2005,Bay of Plenty,ACT,332,303,29
2005,Bay of Plenty,Alliance,3,3,0
2005,Bay of Plenty,Aotearoa Legalise Cannabis Party,63,48,15
2005,Bay of Plenty,Christian Heritage NZ,20,17,3
2005,Bay of Plenty,Democrats for Social Credit,13,11,2
2005,Bay of Plenty,Destiny NZ,279,242,37
2005,Bay of Plenty,Direct Democracy Party,10,9,1
2005,Bay of Plenty,Green Party,1213,1040,173
2005,Bay of Plenty,Jim Anderton's Progressive,316,258,58
2005,Bay of Plenty,Labour Party,10252,9028,1224
2005,Bay of Plenty,Libertarianz,12,11,1
2005,Bay of Plenty,Maori Party,226,169,57
2005,Bay of Plenty,NZ Family Rights Protection Party,6,6,0
2005,Bay of Plenty,NZ First,4399,3983,416
2005,Bay of Plenty,National Party,17934,16202,1732
2005,Bay of Plenty,OneNZ Party,2,2,0
2005,Bay of Plenty,The Republic of NZ Party,4,4,0
2005,Bay of Plenty,United Future NZ,1421,1296,125
2005,Christchurch Central,99 MP Party,10,10,0
2005,Christchurch Central,ACT,364,297,67
2005,Christchurch Central,Alliance,40,34,6
2005,Christchurch Central,Aotearoa Legalise Cannabis Party,125,91,34
2005,Christchurch Central,Christian Heritage NZ,37,35,2
2005,Christchurch Central,Democrats for Social Credit,15,13,2
2005,Christchurch Central,Destiny NZ,144,119,25
2005,Christchurch Central,Direct Democracy Party,7,5,2
2005,Christchurch Central,Green Party,3342,2792,550
2005,Christchurch Central,Jim Anderton's Progressive,643,565,78
2005,Christchurch Central,Labour Party,16652,13895,2757
2005,Christchurch Central,Libertarianz,9,7,2
2005,Christchurch Central,Maori Party,116,88,28
2005,Christchurch Central,NZ Family Rights Protection Party,4,2,2
2005,Christchurch Central,NZ First,1391,1208,183
2005,Christchurch Central,National Party,10515,8876,1639
2005,Christchurch Central,OneNZ Party,2,2,0
2005,Christchurch Central,The Republic of NZ Party,5,2,3
2005,Christchurch Central,United Future NZ,1048,907,141
2005,Christchurch East,99 MP Party,6,6,0
2005,Christchurch East,ACT,277,255,22
2005,Christchurch East,Alliance,98,90,8
2005,Christchurch East,Aotearoa Legalise Cannabis Party,101,78,23
2005,Christchurch East,Christian Heritage NZ,54,47,7
2005,Christchurch East,Democrats for Social Credit,18,16,2
2005,Christchurch East,Destiny NZ,170,154,16
2005,Christchurch East,Direct Democracy Party,13,12,1
2005,Christchurch East,Green Party,1948,1710,238
2005,Christchurch East,Jim Anderton's Progressive,926,864,62
2005,Christchurch East,Labour Party,18893,16826,2067
2005,Christchurch East,Libertarianz,13,13,0
2005,Christchurch East,Maori Party,97,69,28
2005,Christchurch East,NZ Family Rights Protection Party,7,6,1
2005,Christchurch East,NZ First,1694,1540,154
2005,Christchurch East,National Party,9851,8902,949
2005,Christchurch East,OneNZ Party,5,5,0
2005,Christchurch East,The Republic of NZ Party,6,3,3
2005,Christchurch East,United Future NZ,1176,1075,101
2005,Clevedon,99 MP Party,5,4,1
2005,Clevedon,ACT,903,817,86
2005,Clevedon,Alliance,11,10,1
2005,Clevedon,Aotearoa Legalise Cannabis Party,68,54,14
2005,Clevedon,Christian Heritage NZ,48,37,11
2005,Clevedon,Democrats for Social Credit,7,6,1
2005,Clevedon,Destiny NZ,218,178,40
2005,Clevedon,Direct Democracy Party,16,15,1
2005,Clevedon,Green Party,924,789,135
2005,Clevedon,Jim Anderton's Progressive,381,323,58
